cid,community_name,county,initial_fhbm_date,initial_firm_date,current_map_date,regular_emergency_program_date,is_tribal,fips,duns,is_csc,csc_level,crs_member,crs_community_number,crs_entry_date,current_effective_date,current_class,discount_sfha,discount_non_sfha,status,nfip_standing,community_assistance_visit,community_assistance_call,current_nfip_ordinance,nfip_ordinance_adoption,nfip_administrator_name
360741#,"SCHENECTADY, CITY OF",SCHENECTADY COUNTY,05/10/74,09/30/83,01/08/14,09/30/83,No,,,Yes,,No,,,,,,,,,,,,,
361169#,"SCHODACK, TOWN OF",RENSSELAER COUNTY,01/31/75,08/15/84,08/15/84,08/15/84,No,,,,,No,,,,,,,,,,,,,
361198#,"SCHOHARIE, TOWN OF",SCHOHARIE COUNTY,10/22/76,05/01/85,04/02/04,05/01/85,No,,,,,No,,,,,,,,,,,,,
361061#,"SCHOHARIE, VILLAGE OF",SCHOHARIE COUNTY,05/31/74,08/01/87,04/02/04,08/01/87,No,,,,,No,,,,,,,,,,,,,
360662#,"SCHROEPPEL, TOWN OF",OSWEGO COUNTY,05/10/74,08/02/82,06/18/13,08/02/82,No,,,,,No,,,,,,,,,,,,,
361158#,"SCHROON, TOWN OF",ESSEX COUNTY,12/20/74,05/15/85,11/16/95,05/15/85,No,,,Yes,,No,,,,,,,,,,,,,
360172#,"SCHUYLER FALLS, TOWN OF",CLINTON COUNTY,09/13/74,09/24/84,09/28/07,09/24/84,No,,,,,No,,,,,,,,,,,,,
360318,"SCHUYLER, TOWN OF",HERKIMER COUNTY,03/15/74,07/03/85,06/20/01,07/03/85,No,,,,,No,,,,,,,,,,,,,
360729#,"SCHUYLERVILLE, VILLAGE OF",SARATOGA COUNTY,03/29/74,06/01/84,08/16/95,06/01/84,No,,,Yes,,No,,,,,,,,,,,,,
360034#,"SCIO, TOWN OF",ALLEGANY COUNTY,05/03/74,03/18/85,03/18/85,03/18/85,No,,,,,No,,,,,,,,,,,,,
360122#,"SCIPIO, TOWN OF",CAYUGA COUNTY,05/31/74,12/23/83,08/02/07,12/23/83,No,,,,,No,,,,,,,,,,,,,
360742#,"SCOTIA, VILLAGE OF",SCHENECTADY COUNTY,05/03/74,06/01/84,01/08/14,06/01/84,No,,,,,No,,,,,,,,,,,,,
361328#,"SCOTT, TOWN OF",CORTLAND COUNTY,11/01/74,05/15/85,03/02/10,05/15/85,No,,,,,No,,,,,,,,,,,,,
360434#,"SCOTTSVILLE, VILLAGE OF",MONROE COUNTY,03/08/74,09/03/80,08/28/08,09/03/80,No,,,,,No,,,,,,,,,,,,,
360663#,"SCRIBA, TOWN OF",OSWEGO COUNTY,07/19/74,09/16/82,06/18/13,09/16/82,No,,,,,No,,,,,,,,,,,,,
360493#,"SEA CLIFF, VILLAGE OF",NASSAU COUNTY,01/25/74,02/01/78,09/11/09,02/01/78,No,,,Yes,,No,,,,,,,,,,,,,
360123#,"SEMPRONIUS, TOWN OF",CAYUGA COUNTY,05/21/76,11/04/83,08/02/07,11/04/83,No,,,,,No,,,,,,,,,,,,,
360756#,"SENECA FALLS, TOWN OF",SENECA COUNTY,06/28/74,08/03/81,08/03/81,08/03/81,No,,,Yes,,No,,,,,,,,,,,,,
360757#,"SENECA FALLS, VILLAGE OF",SENECA COUNTY,04/12/74,08/03/81,08/03/81,08/03/81,No,,,,,No,,,,,,,,,,,,,
361591#,SENECA NATION OF INDIANS,CATTARAUGUS COUNTY/ERIE COUNTY/CHAUTAUQUA COUNTY/ALLEGANY COUNTY,01/27/78,09/30/88,09/30/88,09/30/88,Yes,,,,,No,,,,,,,,,,,,,
361248#,"SENECA, TOWN OF",ONTARIO COUNTY,07/15/77,06/22/84,06/22/84(M),06/22/84,No,,,,,No,,,,,,,,,,,,,
360124#,"SENNETT, TOWN OF",CAYUGA COUNTY,06/14/74,06/22/79,08/02/07,06/22/79,No,,,,,No,,,,,,,,,,,,,
361199#,"SEWARD, TOWN OF",SCHOHARIE COUNTY,09/20/74,09/01/88,02/16/12(M),09/01/88,No,,,,,No,,,,,,,,,,,,,
360864B,"SHANDAKEN, TOWN OF, INCLUDES THE VILLAGE OF PINE HILL",ULSTER COUNTY,05/31/74,01/17/85,11/18/16,01/17/85,No,,,Yes,,No,,,,,,,,,,,,,
361549#,"SHARON SPRING, VILLAGE OF",SCHOHARIE COUNTY,01/10/75,04/02/04,04/02/04(M),01/31/83,No,,,,,No,,,,,,,,,,,,,
361200#,"SHARON, TOWN OF",SCHOHARIE COUNTY,11/08/74,02/01/88,02/16/12(M),02/01/88,No,,,,,No,,,,,,,,,,,,,
360865B,"SHAWANGUNK, TOWN OF",ULSTER COUNTY,06/21/74,09/30/82,11/18/16,09/30/82,No,,,Yes,,No,,,,,,,,,,,,,
361258,"SHELBY, TOWN OF",ORLEANS COUNTY,11/08/74,12/12/75,12/23/83(M),12/23/83,No,,,,,No,,,,,,,,,,,,,
360949,"SHELDON, TOWN OF",WYOMING COUNTY,11/19/76,12/23/83,12/23/83(M),12/23/83,No,,,,,No,,,,,,,,,,,,,
360809#,"SHELTER ISLAND, TOWN OF",SUFFOLK COUNTY,05/03/74,02/01/78,09/25/09,02/01/78,No,,,,,No,,,,,,,,,,,,,
361307#,"SHERBURNE, TOWN OF",CHENANGO COUNTY,10/18/74,11/12/76,11/26/10,08/24/84,No,,,,,No,,,,,,,,,,,,,
360164#,"SHERBURNE, VILLAGE OF",CHENANGO COUNTY,05/31/74,09/10/84,11/26/10,09/10/84,No,,,,,No,,,,,,,,,,,,,
361080,"SHERIDAN, TOWN OF",CHAUTAUQUA COUNTY,10/18/74,10/07/83,10/07/83(M),10/07/83,No,,,,,No,,,,,,,,,,,,,
361502#,"SHERMAN, VILLAGE OF",CHAUTAUQUA COUNTY,01/03/75,03/01/78,03/01/78,03/01/78,No,,,Yes,,No,,,,,,,,,,,,,
361373,"SHERMAN, TOWN OF",CHAUTAUQUA COUNTY,01/17/75,01/06/84,01/06/84(M),01/06/84,No,,,,,No,,,,,,,,,,,,,
360544#,"SHERRILL, CITY OF",ONEIDA COUNTY,03/08/74,09/15/83,09/27/13,09/15/83,No,,,,,No,,,,,,,,,,,,,
361506#,"SHOREHAM, VILLAGE OF",SUFFOLK COUNTY,11/15/74,03/16/83,09/25/09,05/25/78,No,,,,,No,,,,,,,,,,,,,
360605,"SHORTSVILLE, VILLAGE OF",ONTARIO COUNTY,03/01/74,09/24/84,09/24/84(M),09/24/84,No,,,,,No,,,,,,,,,,,,,
360210B,"SIDNEY, TOWN OF",DELAWARE COUNTY,04/12/74,09/30/87,06/16/16,09/30/87,No,,,,,No,,,,,,,,,,,,,
360211#,"SIDNEY, VILLAGE OF",DELAWARE COUNTY,02/08/74,09/30/87,06/19/12,09/30/87,No,,,,,No,,,,,,,,,,,,,
360144#,"SILVER CREEK, VILLAGE OF",CHAUTAUQUA COUNTY,02/22/74,08/01/83,08/01/83,08/01/83,No,,,,,No,,,,,,,,,,,,,
361550,"SILVER SPRINGS, VILLAGE OF",WYOMING COUNTY,01/31/75,01/20/84,01/20/84(M),01/20/84,No,,,,,No,,,,,,,,,,,,,
360145#,"SINCLAIRVILLE, VILLAGE OF",CHAUTAUQUA COUNTY,05/10/74,12/01/77,12/01/77,12/01/77,No,,,,,No,,,,,,,,,,,,,
360592A,"SKANEATELES, TOWN OF",ONONDAGA COUNTY,11/08/74,06/01/82,11/04/16,06/01/82,No,,,Yes,,No,,,,,,,,,,,,,
360593A,"SKANEATELES, VILLAGE OF",ONONDAGA COUNTY,05/31/74,02/17/82,11/04/16,02/17/82,No,,,Yes,,No,,,,,,,,,,,,,
361515#,"SLEEPY HOLLOW, VILLAGE OF, PREVIOUSLY KNOWN AS THE VILLAGE OF TARRYTOWN",WESTCHESTER COUNTY,12/13/74,08/17/81,09/28/07,08/17/81,No,,,Yes,,No,,,,,,,,,,,,,
361589B,"SLOAN, VILLAGE OF",ERIE COUNTY,,06/07/19,(NSFHA),05/26/78,No,,,,,No,,,,,,,,,,,,,
360690#,"SLOATSBURG, VILLAGE OF",ROCKLAND COUNTY,03/22/74,01/06/82,03/03/14,01/06/82,No,,,,,No,,,,,,,,,,,,,
361294,"SMITHFIELD, TOWN OF",MADISON COUNTY,10/25/74,04/17/85,04/17/85(M),04/17/85,No,,,,,No,,,,,,,,,,,,,
360810#,"SMITHTOWN, TOWN OF",SUFFOLK COUNTY,10/18/74,12/01/78,09/25/09,12/01/78,No,,,Yes ,,No,,,,,,,,,,,,,
361040#,"SMITHVILLE, TOWN OF",CHENANGO COUNTY,02/07/74,11/04/83,11/26/10(M),11/04/83,No,,,,,No,,,,,,,,,,,,,
361308#,"SMYRNA, TOWN OF",CHENANGO COUNTY,12/20/74,09/24/84,11/26/10,09/24/84,No,,,,,No,,,,,,,,,,,,,
361378#,"SMYRNA, VILLAGE OF",CHENANGO COUNTY,11/22/74,10/15/85,11/26/10(M),10/15/85,No,,,,,No,,,,,,,,,,,,,
360899#,"SODUS POINT, VILLAGE OF",WAYNE COUNTY,08/31/73,11/02/77,11/02/77,11/02/77,No,,,,,No,,,,,,,,,,,,,
360898#,"SODUS, TOWN OF",WAYNE COUNTY,08/16/74,02/01/78,06/02/92,02/01/78,No,,,Yes,,No,,,,,,,,,,,,,
361329#,"SOLON, TOWN OF",CORTLAND COUNTY,01/17/75,05/15/85,03/02/10,05/15/85,No,,,,,No,,,,,,,,,,,,,
361564A,"SOLVAY, VILLAGE OF",ONONDAGA COUNTY,,11/04/16,11/04/16,01/31/83,No,,,,,No,,,,,,,,,,,,,
361242#,"SOMERS, TOWN OF",WESTCHESTER COUNTY,12/20/74,09/04/86,09/28/07,09/04/86,No,,,Yes,,No,,,,,,,,,,,,,
360512#,"SOMERSET, TOWN OF",NIAGARA COUNTY,03/15/74,02/03/82,09/17/10,02/03/82,No,,,Yes,,No,,,,,,,,,,,,,
360194#,"SOUTH BLOOMING GROVE, VILLAGE OF, The Village of South Blooming Grove is shown on the Town of Blooming Grove FIRM panels 360608 dated 11/15/1985",ORANGE COUNTY,,08/03/09,08/03/09,02/13/09,No,,,,,No,,,,,,,,,,,,,
360606,"SOUTH BRISTOL, TOWN OF",ONTARIO COUNTY,06/07/74,07/03/85,05/18/98,07/03/85,No,,,,,No,,,,,,,,,,,,,
360782#,"SOUTH CORNING, VILLAGE OF",STEUBEN COUNTY,07/13/73,03/01/78,10/15/81,03/01/78,No,,,,,No,,,,,,,,,,,,,
360099#,"SOUTH DAYTON, VILLAGE OF",CATTARAUGUS COUNTY,05/31/74,01/05/78,01/05/78,09/25/78,No,,,,,No,,,,,,,,,,,,,
360730#,"SOUTH GLENS FALLS, VILLAGE OF",SARATOGA COUNTY,04/12/74,06/05/85,08/16/95,06/05/85,No,,,,,No,,,,,,,,,,,,,
360691#,"SOUTH NYACK, VILLAGE OF",ROCKLAND COUNTY,03/15/74,11/04/81,03/03/14,11/04/81,No,,,Yes,,No,,,,,,,,,,,,,
360100#,"SOUTH VALLEY, TOWN OF",CATTARAUGUS COUNTY,09/06/74,12/02/83,12/02/83(M),12/02/83,No,,,,,No,,,,,,,,,,,,,
365342#,"SOUTHAMPTON, TOWN OF",SUFFOLK COUNTY,,09/28/73,09/25/09,09/28/73,No,,,Yes,Bronze Certified,Yes,10/1/95,5/1/2013,1/9/1900,0,0,R,,,,,,,
365343#,"SOUTHAMPTON, VILLAGE OF",SUFFOLK COUNTY,03/09/73,09/12/75,09/25/09,03/09/73,No,,,,,Yes,10/1/92,10/1/1993,1/9/1900,0,0,R,,,,,,,
361041#,"SOUTHEAST, TOWN OF",PUTNAM COUNTY,10/01/76,09/04/86,03/04/13,09/04/86,No,,,,,No,,,,,,,,,,,,,
360813#,"SOUTHOLD, TOWN OF",SUFFOLK COUNTY,11/29/74,03/18/80,09/25/09,03/18/80,No,,,Yes,,No,,,,,,,,,,,,,
360156#,"SOUTHPORT, TOWN OF",CHEMUNG COUNTY,02/08/74,05/01/80,08/05/91,05/01/80,No,,,,,Yes,10/1/91,5/1/2017,1/7/1900,10,5,C,,,,,,,
360594A,"SPAFFORD, TOWN OF",ONONDAGA COUNTY,12/13/74,04/30/86,11/04/16,04/30/86,No,,,,,No,,,,,,,,,,,,,
361288#,"SPARTA, TOWN OF",LIVINGSTON COUNTY,11/08/74,08/27/82,04/05/10,08/27/82,No,,,,,No,,,,,,,,,,,,,
361527#,"SPECULATOR, VILLAGE OF",HAMILTON COUNTY,12/06/74,02/06/84,02/06/84(M),02/06/84,No,,,,,No,,,,,,,,,,,,,
360841#,"SPENCER, TOWN OF",TIOGA COUNTY,08/09/74,05/15/85,04/17/12(M),05/15/85,No,,,,,No,,,,,,,,,,,,,
361471#,"SPENCER, VILLAGE OF",TIOGA COUNTY,11/15/74,05/15/85,04/17/12(M),05/15/85,No,,,,,No,,,,,,,,,,,,,
360433#,"SPENCERPORT, VILLAGE OF",MONROE COUNTY,02/01/74,08/15/78,08/28/08,08/15/78,No,,,,,No,,,,,,,,,,,,,
365344#,"SPRING VALLEY, VILLAGE OF",ROCKLAND COUNTY,,08/31/73,03/03/14,08/31/73,No,,,,,No,,,,,,,,,,,,,
361280A,"SPRINGFIELD, TOWN OF",OTSEGO COUNTY,02/14/75,06/01/87,03/21/17,06/01/87,No,,,,,No,,,,,,,,,,,,,
360125#,"SPRINGPORT, TOWN OF",CAYUGA COUNTY,05/17/74,02/06/84,08/02/07,02/06/84,No,,,,,No,,,,,,,,,,,,,
360258B,"SPRINGVILLE, VILLAGE OF",ERIE COUNTY,05/17/74,02/27/84,06/07/19,02/27/84,No,,,Yes,,No,,,,,,,,,,,,,
360390#,"SPRINGWATER, TOWN OF",LIVINGSTON COUNTY,06/14/74,08/24/84,08/24/84(M),08/24/84,No,,,,,No,,,,,,,,,,,,,
361157#,"ST. ARMAND, TOWN OF, INCLUDES THE HAMLET OF BLOOMINGDALE",ESSEX COUNTY,10/25/74,02/05/86,02/05/86,02/05/86,No,,,,,No,,,,,,,,,,,,,
360456A,"ST. JOHNSVILLE, TOWN OF",MONTGOMERY COUNTY,08/16/74,03/16/83,01/19/18,03/16/83,No,,,,,No,,,,,,,,,,,,,
360457A,"ST. JOHNSVILLE, VILLAGE OF",MONTGOMERY COUNTY,02/15/74,02/19/86,01/19/18,02/19/86,No,,,,,No,,,,,,,,,,,,,
361118,"STAFFORD, TOWN OF",GENESEE COUNTY,01/24/75,07/16/82,07/16/82,07/16/82,No,,,,,No,,,,,,,,,,,,,
360212B,"STAMFORD, TOWN OF",DELAWARE COUNTY,02/18/77,10/01/86,06/16/16,10/01/86,No,,,,,No,,,,,,,,,,,,,
360213B,"STAMFORD, VILLAGE OF",DELAWARE COUNTY,05/17/74,08/01/87,06/16/16,08/01/87,No,,,,,No,,,,,,,,,,,,,
361145#,"STANFORD, TOWN OF",DUTCHESS COUNTY,10/18/74,01/21/83,05/02/12,01/21/83,No,,,,,No,,,,,,,,,,,,,
360319,"STARK, TOWN OF",HERKIMER COUNTY,06/07/74,05/15/85,05/15/85(M),05/15/85,No,,,,,No,,,,,,,,,,,,,
360965#,"STARKEY, TOWN OF",YATES COUNTY,06/07/74,12/03/87,12/03/87,12/03/87,No,,,,,No,,,,,,,,,,,,,
361170#,"STEPHENTOWN, TOWN OF",RENSSELAER COUNTY,12/20/74,08/03/81,08/03/81,08/03/81,No,,,,,No,,,,,,,,,,,,,
360126#,"STERLING, TOWN OF",CAYUGA COUNTY,07/09/76,08/03/81,08/02/07,08/03/81,No,,,,,No,,,,,,,,,,,,,
360555#,"STEUBEN, TOWN OF",ONEIDA COUNTY,06/28/74,09/24/84,09/27/13,09/24/84,No,,,,,No,,,,,,,,,,,,,
361642#,"STEWART MANOR, VILLAGE OF",NASSAU COUNTY,,04/02/97,(NSFHA),11/23/07,No,,,,,No,,,,,,,,,,,,,
360731#,"STILLWATER, TOWN OF",SARATOGA COUNTY,06/21/74,06/01/84,08/16/95,06/01/84,No,,,,,No,,,,,,,,,,,,,
360732#,"STILLWATER, VILLAGE OF",SARATOGA COUNTY,04/12/74,01/05/84,08/16/95,01/05/84,No,,,,,No,,,,,,,,,,,,,
361412#,"STOCKBRIDGE, TOWN OF",MADISON COUNTY,01/03/75,09/15/83,(NSFHA),09/15/83,No,,,,,No,,,,,,,,,,,,,
361429,"STOCKHOLM, TOWN OF",ST. LAWRENCE COUNTY,01/03/75,04/15/86,04/15/86(M),04/15/86,No,,,,,No,,,,,,,,,,,,,
361322#,"STOCKPORT, TOWN OF",COLUMBIA COUNTY,10/18/74,01/19/83,01/19/83,01/19/83,No,,,,,No,,,,,,,,,,,,,
361081,"STOCKTON, TOWN OF",CHAUTAUQUA COUNTY,11/01/74,10/21/83,10/21/83(M),10/21/83,No,,,,,No,,,,,,,,,,,,,
360880,"STONY CREEK, TOWN OF",WARREN COUNTY,08/30/74,08/24/84,08/24/84(M),08/24/84,No,,,,,No,,,,,,,,,,,,,
360693#,"STONY POINT, TOWN OF",ROCKLAND COUNTY,05/10/74,09/30/81,03/03/14,09/30/81,No,,,,,No,,,,,,,,,,,,,
361136,"STRATFORD, TOWN OF",FULTON COUNTY,11/15/74,01/03/85,01/03/85(M),01/03/85,No,,,,,No,,,,,,,,,,,,,
361323#,"STUYVESANT, TOWN OF",COLUMBIA COUNTY,10/18/74,09/14/79,09/14/79(M),09/14/79,No,,,,,No,,,,,,,,,,,,,
360694#,"SUFFERN, VILLAGE OF",ROCKLAND COUNTY,12/28/73,03/28/80,03/03/14,03/28/80,No,,,,,Yes,360694,5/1/2018,5/1/2018,9,5,5,C,,,,,,
360409#,"SULLIVAN, TOWN OF",MADISON COUNTY,10/08/76,04/03/85,05/15/86,04/03/85,No,,,,,No,,,,,,,,,,,,,
360127#,"SUMMER HILL, TOWN OF",CAYUGA COUNTY,05/31/74,11/04/83,08/02/07,11/04/83,No,,,,,No,,,,,,,,,,,,,
361201#,"SUMMIT, TOWN OF",SCHOHARIE COUNTY,03/31/78,11/18/83,02/16/12(M),11/18/83,No,,,,,No,,,,,,,,,,,,,
360435#,"SWEDEN, TOWN OF",MONROE COUNTY,03/01/74,04/16/82,08/28/08(M),04/16/82,No,,,,,No,,,,,,,,,,,,,
361042#,"SYLVAN BEACH, VILLAGE OF",ONEIDA COUNTY,05/31/74,06/01/84,09/27/13,06/01/84,No,,,,,No,,,,,,,,,,,,,
360595A,"SYRACUSE, CITY OF",ONONDAGA COUNTY,04/12/74,05/03/82,11/04/16,05/03/82,No,,,Yes,,Yes,360595,10/1/1993,10/1/2016,7,15,5,C,,,,,,
361324,"TAGHKANIC, TOWN OF",COLUMBIA COUNTY,12/20/74,01/03/86,01/03/86(M),01/03/86,No,,,,,No,,,,,,,,,,,,,
360297B,"TANNERSVILLE, VILLAGE OF",GREENE COUNTY,06/07/74,04/18/83,06/02/15,04/18/83,No,,,,,No,,,,,,,,,,,,,
360933#,"TARRYTOWN, VILLAGE OF",WESTCHESTER COUNTY,05/31/74,11/18/81,09/28/07,11/18/81,No,,,Yes,,No,,,,,,,,,,,,,
361330#,"TAYLOR, TOWN OF",CORTLAND COUNTY,07/11/75,05/15/85,03/02/10(M),05/15/85,No,,,,,No,,,,,,,,,,,,,
361551#,"THE BRANCH, VILLAGE OF",SUFFOLK COUNTY,01/24/75,11/17/82,09/25/09,11/17/82,No,,,,,No,,,,,,,,,,,,,
360352,"THERESA, TOWN OF",JEFFERSON COUNTY,08/16/74,10/15/85,10/15/85(M),10/15/85,No,,,,,No,,,,,,,,,,,,,
360353,"THERESA, VILLAGE OF",JEFFERSON COUNTY,05/10/74,10/15/85,10/15/85(M),10/15/85,No,,,,,No,,,,,,,,,,,,,
360494#,"THOMASTON, VILLAGE OF",NASSAU COUNTY,06/14/74,04/17/85,09/11/09,04/17/85,No,,,,,No,,,,,,,,,,,,,
360830#,"THOMPSON, TOWN OF",SULLIVAN COUNTY,08/02/74,03/09/84,02/18/11,03/09/84,No,,,,,No,,,,,,,,,,,,,
360128#,"THROOP, TOWN OF",CAYUGA COUNTY,04/12/74,08/03/79,08/02/07,08/03/79,No,,,,,No,,,,,,,,,,,,,
360881#,"THURMAN, TOWN OF",WARREN COUNTY,08/20/76,08/19/86,08/19/86,08/19/86,No,,,,,No,,,,,,,,,,,,,
361213,"THURSTON, TOWN OF",STEUBEN COUNTY,10/25/74,02/11/83,02/11/83(M),02/11/83,No,,,,,No,,,,,,,,,,,,,
361159#,"TICONDEROGA, TOWN OF, INCLUDES THE VILLAGE OF TICONDEROGA",ESSEX COUNTY,10/25/74,05/17/88,09/06/96,05/17/88,No,,,,,No,,,,,,,,,,,,,
360842#,"TIOGA, TOWN OF",TIOGA COUNTY,09/06/74,05/17/82,04/17/12,05/17/82,No,,,,,No,,,,,,,,,,,,,
361507#,"TIVOLI, VILLAGE OF",DUTCHESS COUNTY,12/20/74,08/01/84,05/02/12,08/01/84,No,,,Yes,,No,,,,,,,,,,,,,
360214B,"TOMPKINS, TOWN OF",DELAWARE COUNTY,06/28/74,11/15/85,06/16/16,11/15/85,No,,,,,No,,,,,,,,,,,,,
360259B,"TONAWANDA, CITY OF",ERIE COUNTY,05/13/74,08/01/79,06/07/19,08/01/79,No,,,,,No,,,,,,,,,,,,,
360260B,"TONAWANDA, TOWN OF",ERIE COUNTY,06/07/74,08/17/81,06/07/19,08/17/81,No,,,,,No,,,,,,,,,,,,,
360966#,"TORREY, TOWN OF",YATES COUNTY,05/31/74,12/03/87,12/03/87,12/03/87,No,,,,,No,,,,,,,,,,,,,
360556#,"TRENTON, TOWN OF",ONEIDA COUNTY,08/30/74,05/01/85,09/27/13,05/01/85,No,,,,,No,,,,,,,,,,,,,
360055,"TRIANGLE, TOWN OF",BROOME COUNTY,11/21/75,07/20/84,07/20/84(M),07/20/84,No,,,,,No,,,,,,,,,,,,,
361436,"TROUPSBURG, TOWN OF",STEUBEN COUNTY,02/21/75,09/24/82,09/24/82(M),09/24/82,No,,,,,No,,,,,,,,,,,,,
360677#,"TROY, CITY OF",RENSSELAER COUNTY,04/05/74,03/18/80,03/18/80,03/18/80,No,,,Yes,,No,,,,,,,,,,,,,
361470,"TRUMANSBURG, VILLAGE OF",TOMPKINS COUNTY,01/10/75,04/01/88,04/01/88(L),04/01/88,No,,,,,No,,,,,,,,,,,,,
360186#,"TRUXTON, TOWN OF",CORTLAND COUNTY,04/05/74,05/15/85,03/02/10(M),05/15/85,No,,,,,No,,,,,,,,,,,,,
360934#,"TUCKAHOE, VILLAGE OF",WESTCHESTER COUNTY,05/10/74,02/15/79,09/28/07,02/15/79,No,,,,,No,,,,,,,,,,,,,
361296A,"TULLY, TOWN OF",ONONDAGA COUNTY,10/18/74,04/30/86,11/04/16,04/30/86,No,,,,,No,,,,,,,,,,,,,
361552A,"TULLY, VILLAGE OF",ONONDAGA COUNTY,10/18/74,01/19/83,11/04/16,01/19/83,No,,,Yes,,No,,,,,,,,,,,,,
361162,"TUPPER LAKE, TOWN OF, Community has formally changed its name to the Town of Tupper Lake.2004.                
                ",FRANKLIN COUNTY,07/16/76,,(NSFHA),03/25/85,No,,,Yes,,No,,,,,,,,,,,,,
360274,"TUPPER LAKE, VILLAGE OF",FRANKLIN COUNTY,05/31/74,03/01/87,03/01/87(L),03/01/87,No,,,,,No,,,,,,,,,,,,,
360376,"TURIN, TOWN OF",LEWIS COUNTY,06/07/74,08/02/94,08/02/94,07/30/84,No,,,,,No,,,,,,,,,,,,,
361355,"TURIN, VILLAGE OF",LEWIS COUNTY,11/29/74,07/01/77,07/01/77(M),07/01/77,No,,,,,No,,,,,,,,,,,,,
361214,"TUSCARORA, TOWN OF",STEUBEN COUNTY,10/25/74,03/01/88,03/01/88(L),03/01/88,No,,,,,No,,,,,,,,,,,,,
360831#,"TUSTEN, TOWN OF",SULLIVAN COUNTY,08/09/74,08/27/82,02/18/11,08/27/82,No,,,Yes,Bronze Certified,No,,,,,,,,,,,,,
361595#,"TUXEDO PARK, VILLAGE OF",ORANGE COUNTY,,08/03/09,08/03/09,08/03/09,No,,,,,No,,,,,,,,,,,,,
360631#,"TUXEDO, TOWN OF",ORANGE COUNTY,04/12/74,04/15/82,08/03/09,04/15/82,No,,,,,No,,,,,,,,,,,,,
361206#,"TYRE, TOWN OF",SENECA COUNTY,10/18/74,08/31/79,08/31/79(M),08/31/79,No,,,,,No,,,,,,,,,,,,,
360749,"TYRONE, TOWN OF",SCHUYLER COUNTY,09/06/74,07/06/84,07/06/84(M),07/06/84,No,,,,,No,,,,,,,,,,,,,
360866B,"ULSTER, TOWN OF",ULSTER COUNTY,05/03/74,05/01/85,11/18/16,05/01/85,No,,,,,No,,,,,,,,,,,,,
360854#,"ULYSSES, TOWN OF",TOMPKINS COUNTY,06/14/74,02/19/87,02/19/87,02/19/87,No,,,Yes,Bronze Certified,No,,,,,,,,,,,,,
361281A,"UNADILLA, TOWN OF",OTSEGO COUNTY,10/18/74,09/30/87,03/21/17,09/30/87,No,,,,,No,,,,,,,,,,,,,
361044A,"UNADILLA, VILLAGE OF",OTSEGO COUNTY,06/28/74,09/30/87,03/21/17,09/30/87,No,,,,,No,,,,,,,,,,,,,
360129#,"UNION SPRINGS, VILLAGE OF",CAYUGA COUNTY,04/11/75,12/01/81,08/02/07,12/01/81,No,,,,,No,,,,,,,,,,,,,
361146#,"UNION VALE, TOWN OF",DUTCHESS COUNTY,11/15/74,09/02/88,05/02/12,09/02/88,No,,,Yes,,No,,,,,,,,,,,,,
360056#,"UNION, TOWN OF",BROOME COUNTY,02/06/76,03/01/78,09/30/88,03/01/78,No,,,,,Yes,360056,10/1/1991,10/1/2008,8,10,5,C,,,,,,
360633#,"UNIONVILLE, VILLAGE OF",ORANGE COUNTY,06/28/74,07/06/84,08/03/09(M),07/06/84,No,,,,,No,,,,,,,,,,,,,
360695#,"UPPER NYACK, VILLAGE OF",ROCKLAND COUNTY,03/15/74,03/03/14,03/03/14,10/28/77,No,,,,,No,,,,,,,,,,,,,
360783#,"URBANA, TOWN OF",STEUBEN COUNTY,05/10/74,01/19/78,01/19/78,01/19/78,No,,,,,No,,,,,,,,,,,,,
360558#,"UTICA, CITY OF",ONEIDA COUNTY,04/25/75,02/01/84,09/27/13,02/01/84,No,,,Yes,,No,,,,,,,,,,,,,
361508#,"VALATIE, VILLAGE OF",COLUMBIA COUNTY,09/26/75,12/01/82,12/01/82,12/01/82,No,,,,,No,,,,,,,,,,,,,
360495#,"VALLEY STREAM, VILLAGE OF",NASSAU COUNTY,06/21/74,01/05/84,09/11/09,01/05/84,No,,,,,No,,,,,,,,,,,,,
360596A,"VAN BUREN, TOWN OF",ONONDAGA COUNTY,05/03/74,07/17/78,11/04/16,07/17/78,No,,,,,No,,,,,,,,,,,,,
361045#,"VAN ETTEN, TOWN OF",CHEMUNG COUNTY,06/14/74,09/28/79,09/28/79(M),09/28/79,No,,,,,No,,,,,,,,,,,,,
361056,"VAN ETTEN, VILLAGE OF",CHEMUNG COUNTY,06/14/74,07/01/88,07/01/88(L),07/07/88,No,,,,,No,,,,,,,,,,,,,
360758#,"VARICK, TOWN OF",SENECA COUNTY,10/18/74,12/17/87,12/17/87,12/17/87,No,,,,,No,,,,,,,,,,,,,
360130#,"VENICE, TOWN OF",CAYUGA COUNTY,06/28/74,07/09/76,08/02/07,12/23/83,No,,,,,No,,,,,,,,,,,,,
360559#,"VERNON, TOWN OF",ONEIDA COUNTY,08/16/74,08/16/88,09/27/13,08/16/88,No,,,,,No,,,,,,,,,,,,,
360560#,"VERNON, VILLAGE OF",ONEIDA COUNTY,03/08/74,04/15/88,09/27/13,04/15/88,No,,,,,No,,,,,,,,,,,,,
360561#,"VERONA, TOWN OF",ONEIDA COUNTY,09/13/74,05/04/89,09/27/13,05/04/89,No,,,,,No,,,,,,,,,,,,,
